../../tsp -generate_random 500 -time_limit 600 -greedy 1 0 -SA 3 -seed 7 


available parameters (vers. 21-Apr-2024) --------------------------------------------------
-file <input_file> NULL
-time_limit <timelimit> 600.000000
-generate_random <nnodes> 500
-seed <random_seed> 7

ALGORITHMS:
-greedy <starting_mode> 1 <grasp_mode> 0
-extra_mileage <starting_mode> -1
-two_opt
-VNS <kick_neighborhood> -1
-SA <iterations> 3
-tabu_search <tenure_mode> -1 <aspiration> -1
-genetic_algorithm <repair_mode> -1 <cutting_type> -1
-tsp_opt <model_type> -1
-hard_fixing <probability> -1.000000
-local_branching <branching_constraint> -1

enter -help or --help for help
----------------------------------------------------------------------------------------------


_________________________________________________________
Greedy Heuristic:

 [Greedy Heuristic] Random starting position is node 299 

_________________________________________________________
Simulated Annealing:

[Simulated Annealing] Current value is 181982.000000
[Simulated Annealing] Update in best_val 181982.000000
[Simulated Annealing] Current value is 185460.000000
[Simulated Annealing] Current value is 188985.000000
[Simulated Annealing] Current value is 187822.000000
[Simulated Annealing] Current value is 185597.000000
[Simulated Annealing] Current value is 184763.000000
[Simulated Annealing] Current value is 187040.000000
[Simulated Annealing] Current value is 186625.000000
[Simulated Annealing] Current value is 183100.000000
[Simulated Annealing] Current value is 188211.000000
[Simulated Annealing] Current value is 189428.000000
[Simulated Annealing] Current value is 186416.000000
[Simulated Annealing] Current value is 183397.000000
[Simulated Annealing] Current value is 185989.000000
[Simulated Annealing] Current value is 186143.000000
[Simulated Annealing] Current value is 185143.000000
[Simulated Annealing] Current value is 186354.000000
[Simulated Annealing] Current value is 184928.000000
[Simulated Annealing] Current value is 185557.000000
[Simulated Annealing] Current value is 182188.000000
[Simulated Annealing] Current value is 186501.000000
[Simulated Annealing] Current value is 186328.000000
[Simulated Annealing] Current value is 185484.000000
[Simulated Annealing] Current value is 186318.000000
[Simulated Annealing] Current value is 184944.000000
[Simulated Annealing] Current value is 184066.000000
[Simulated Annealing] Current value is 183306.000000
[Simulated Annealing] Current value is 185571.000000
[Simulated Annealing] Current value is 185430.000000
[Simulated Annealing] Current value is 186122.000000
[Simulated Annealing] Current value is 187174.000000
[Simulated Annealing] Current value is 186233.000000
[Simulated Annealing] Current value is 183872.000000
[Simulated Annealing] Current value is 186884.000000
[Simulated Annealing] Current value is 185712.000000
[Simulated Annealing] Current value is 183871.000000
[Simulated Annealing] Current value is 187972.000000
[Simulated Annealing] Current value is 186551.000000
[Simulated Annealing] Current value is 185882.000000
[Simulated Annealing] Current value is 187911.000000
[Simulated Annealing] Current value is 183311.000000
[Simulated Annealing] Current value is 186327.000000
[Simulated Annealing] Current value is 185829.000000
[Simulated Annealing] Current value is 185556.000000
[Simulated Annealing] Current value is 186966.000000
[Simulated Annealing] Current value is 183754.000000
[Simulated Annealing] Current value is 186307.000000
[Simulated Annealing] Current value is 188533.000000
[Simulated Annealing] Current value is 186422.000000
[Simulated Annealing] Current value is 185696.000000
[Simulated Annealing] Current value is 184121.000000
[Simulated Annealing] Current value is 185374.000000
[Simulated Annealing] Current value is 183640.000000
[Simulated Annealing] Current value is 184884.000000
[Simulated Annealing] Current value is 184751.000000
[Simulated Annealing] Current value is 184974.000000
