../../tsp -generate_random 500 -time_limit 600 -greedy 1 0 -SA 2 -seed 0 


available parameters (vers. 21-Apr-2024) --------------------------------------------------
-file <input_file> NULL
-time_limit <timelimit> 600.000000
-generate_random <nnodes> 500
-seed <random_seed> 0

ALGORITHMS:
-greedy <starting_mode> 1 <grasp_mode> 0
-extra_mileage <starting_mode> -1
-two_opt
-VNS <kick_neighborhood> -1
-SA <iterations> 2
-tabu_search <tenure_mode> -1 <aspiration> -1
-genetic_algorithm <repair_mode> -1 <cutting_type> -1
-tsp_opt <model_type> -1
-hard_fixing <probability> -1.000000
-local_branching <branching_constraint> -1

enter -help or --help for help
----------------------------------------------------------------------------------------------


_________________________________________________________
Greedy Heuristic:

 [Greedy Heuristic] Random starting position is node 215 

_________________________________________________________
Simulated Annealing:

[Simulated Annealing] Current value is 181816.000000
[Simulated Annealing] Update in best_val 181816.000000
[Simulated Annealing] Current value is 186405.000000
[Simulated Annealing] Current value is 184941.000000
[Simulated Annealing] Current value is 185467.000000
[Simulated Annealing] Current value is 186121.000000
[Simulated Annealing] Current value is 184687.000000
[Simulated Annealing] Current value is 185001.000000
[Simulated Annealing] Current value is 182873.000000
[Simulated Annealing] Current value is 183388.000000
[Simulated Annealing] Current value is 189069.000000
[Simulated Annealing] Current value is 183902.000000
[Simulated Annealing] Current value is 186024.000000
[Simulated Annealing] Current value is 184751.000000
[Simulated Annealing] Current value is 189031.000000
[Simulated Annealing] Current value is 181225.000000
[Simulated Annealing] Update in best_val 181225.000000
[Simulated Annealing] Current value is 182670.000000
[Simulated Annealing] Current value is 184954.000000
[Simulated Annealing] Current value is 184676.000000
[Simulated Annealing] Current value is 184337.000000
[Simulated Annealing] Current value is 185783.000000
[Simulated Annealing] Current value is 184497.000000
[Simulated Annealing] Current value is 184247.000000
[Simulated Annealing] Current value is 185327.000000
[Simulated Annealing] Current value is 185929.000000
[Simulated Annealing] Current value is 185242.000000
[Simulated Annealing] Current value is 184716.000000
[Simulated Annealing] Current value is 184083.000000
[Simulated Annealing] Current value is 181936.000000
[Simulated Annealing] Current value is 184894.000000
[Simulated Annealing] Current value is 181572.000000
[Simulated Annealing] Current value is 183440.000000
[Simulated Annealing] Current value is 183341.000000
[Simulated Annealing] Current value is 188605.000000
[Simulated Annealing] Current value is 184010.000000
[Simulated Annealing] Current value is 185483.000000
[Simulated Annealing] Current value is 185251.000000
[Simulated Annealing] Current value is 185840.000000
[Simulated Annealing] Current value is 186206.000000
[Simulated Annealing] Current value is 181314.000000
[Simulated Annealing] Current value is 184722.000000
[Simulated Annealing] Current value is 187436.000000
[Simulated Annealing] Current value is 185434.000000
[Simulated Annealing] Current value is 190367.000000
[Simulated Annealing] Current value is 182957.000000
[Simulated Annealing] Current value is 184880.000000
[Simulated Annealing] Current value is 185755.000000
[Simulated Annealing] Current value is 185060.000000
[Simulated Annealing] Current value is 182582.000000
[Simulated Annealing] Current value is 186610.000000
[Simulated Annealing] Current value is 185576.000000
[Simulated Annealing] Current value is 180681.000000
[Simulated Annealing] Update in best_val 180681.000000
[Simulated Annealing] Current value is 186041.000000
[Simulated Annealing] Current value is 184718.000000
[Simulated Annealing] Current value is 185173.000000
